ACN,ADP,ALLE,ALL,ANET,T,ATO,BDX,BLK,BWA,CRL,CI,COP,DHR,DISCA,ECL,FBHS,GD,HSY,HES
0.01669694477032643,-0.0005292774603062668,0.0001860880211612904,-0.0007606620607700912,-0.0012891669619378297,0.000775209397266481,-0.0013943776351916205,3.6511733257955226e-05,0.0026027821849238407,-0.0013703962321016062,-0.0009433293862081774,-0.0017034698014709389,-0.0002931521985415477,-0.0015396361109612177,-1.3417728844792926e-05,-0.0013014264225088639,0.0004944163384235931,-0.0029738185113657367,0.0019581694820311316,0.0005628349067232721
-0.0005292774603062668,0.004573720142557775,-0.0007206457991220587,0.002034022160146115,-0.000832521596371163,0.0018342346911438085,0.0019819263694933944,0.00012212771540311994,0.00046367246998951057,0.0017811942051089336,0.0005100415666378572,0.0005578416613237177,0.0027817576868077926,0.0017599622183337258,-0.00019169917688108225,0.0024114946376758597,-0.00047534465830416616,0.0026499346302376174,0.0006916656199927992,0.0010551446073765243
0.0001860880211612904,-0.0007206457991220587,0.0026348387641741255,-0.00039655528079460343,0.000691617242467482,-0.00047765023488182957,-2.5756545841042133e-05,0.0008569543693699387,-6.348042428196244e-05,-0.0001805090383004207,-6.509934486837455e-05,0.00047860195865835636,-0.0006377456415580475,-0.00019824218369662177,0.0001435292639953766,-0.000431814097346419,0.000660800251077715,-0.00039822518266336115,6.614470499581786e-05,-0.0008465349271238427
-0.0007606620607700912,0.002034022160146115,-0.00039655528079460343,0.009033456853660799,0.001041884381482771,0.0009410754151981024,0.001529087342247794,-0.0004122232603157803,-0.0009686158250525701,0.00200005770293854,0.0015021635459900168,0.0030170564070186767,0.001918457236421933,0.0030029285728917815,0.00011328961196394015,0.002704043506481527,-0.0013389337905010705,0.0040891106683703495,0.00319562590020145,0.0006969659650753386
-0.0012891669619378297,-0.000832521596371163,0.000691617242467482,0.001041884381482771,0.01025261532856427,-0.0008004193837135492,-0.00033630042279152194,-0.0011303856498270084,0.0004411596197129928,-0.000864716539412622,-0.0008717368539635865,0.0020681991467321505,-0.000799766968622227,0.0016994392831416033,-0.0012975662811513344,-0.0007639148872847219,-0.0007360833017373527,0.0009305726486486683,-0.0010082391819668736,-0.0005604946927218902
0.000775209397266481,0.0018342346911438085,-0.00047765023488182957,0.0009410754151981024,-0.0008004193837135492,0.007098539504217806,0.0019403565033133808,-0.0003100865097438465,0.0022636941828352627,0.000836527365357521,0.0022914536265596823,0.0001109962301401218,0.0016479127817380164,0.0013591230899242994,-2.9175048106065133e-05,0.0003311153055339257,0.0005229268461786661,6.833985759053384e-05,0.002123072645615106,-0.00022210689726988658
-0.0013943776351916205,0.0019819263694933944,-2.5756545841042133e-05,0.001529087342247794,-0.00033630042279152194,0.0019403565033133808,0.006016963100616962,0.00034501326435060664,0.0009004889210273804,0.0009134786417590498,0.0011484396518613264,0.0011384872089365118,0.0015585697321848784,0.0011129858242821045,-0.00042545097210956826,0.0010174902410160266,-0.0002731838291697048,0.0015321846703427657,0.0013577552081307106,0.0005493583134072572
3.6511733257955226e-05,0.00012212771540311994,0.0008569543693699387,-0.0004122232603157803,-0.0011303856498270084,-0.0003100865097438465,0.00034501326435060664,0.007099673351844424,0.002551588381413108,0.0006792998761950937,-0.0007995815647132172,3.750312684103474e-05,-0.00011625809251188866,9.390476161013779e-05,-0.00053018366735881,0.0005996136493250081,-5.6529368458100484e-05,-0.0010464195599108733,-0.0002248444875725796,0.0003299985933814163
0.0026027821849238407,0.00046367246998951057,-6.348042428196244e-05,-0.0009686158250525701,0.0004411596197129928,0.0022636941828352627,0.0009004889210273804,0.002551588381413108,0.009764026778072655,-0.0007836592754267765,-0.001189812904708027,-0.000679026914600435,0.00044499206285880547,0.0021913392209843836,-0.00044278368989640604,-0.00022941853957234352,9.028225737845328e-06,-0.00013352395917997026,-0.0014471353582376633,-0.0003929696374582407
-0.0013703962321016062,0.0017811942051089336,-0.0001805090383004207,0.00200005770293854,-0.000864716539412622,0.000836527365357521,0.0009134786417590498,0.0006792998761950937,-0.0007836592754267765,0.005627682981295699,-0.0007011886522405278,0.0014666556537151572,0.002311450962553145,0.003618341765468633,0.0007261840291106268,0.003301157065509653,6.0233403364331585e-06,0.003092873641814416,0.0008495650394777383,0.0023889382457383773
-0.0009433293862081774,0.0005100415666378572,-6.509934486837455e-05,0.0015021635459900168,-0.0008717368539635865,0.0022914536265596823,0.0011484396518613264,-0.0007995815647132172,-0.001189812904708027,-0.0007011886522405278,0.013192772357770449,-9.922127466944857e-05,0.0001285414473388612,-0.00012751515250698163,-0.0008072193248656194,0.00018305243245411381,0.0011379595601187977,-0.0009757199149832306,0.003069116407388591,-3.2390032216729725e-05
-0.0017034698014709389,0.0005578416613237177,0.00047860195865835636,0.0030170564070186767,0.0020681991467321505,0.0001109962301401218,0.0011384872089365118,3.750312684103474e-05,-0.000679026914600435,0.0014666556537151572,-9.922127466944857e-05,0.007703258518327461,0.0005259938546847455,0.002541880400111234,-0.0006682340694264303,0.0019499978872073178,-0.0002138682400329378,0.002111142844903481,0.002628373243764649,-0.0005306425748596824
-0.0002931521985415477,0.0027817576868077926,-0.0006377456415580475,0.001918457236421933,-0.000799766968622227,0.0016479127817380164,0.0015585697321848784,-0.00011625809251188866,0.00044499206285880547,0.002311450962553145,0.0001285414473388612,0.0005259938546847455,0.005346516416312444,0.0018974407854878876,-2.385473930953508e-06,0.0015402549017949465,-0.0008046413744134867,0.0028684184240183415,0.0008650961879772178,0.003235905905978615
-0.0015396361109612177,0.0017599622183337258,-0.00019824218369662177,0.0030029285728917815,0.0016994392831416033,0.0013591230899242994,0.0011129858242821045,9.390476161013779e-05,0.0021913392209843836,0.003618341765468633,-0.00012751515250698163,0.002541880400111234,0.0018974407854878876,0.007947911332558373,-0.00015531622501240906,0.0040684421284409725,-0.00023394188516970076,0.00426520431327283,0.0008856433306991237,0.0013389700817650703
-1.3417728844792926e-05,-0.00019169917688108225,0.0001435292639953766,0.00011328961196394015,-0.0012975662811513344,-2.9175048106065133e-05,-0.00042545097210956826,-0.00053018366735881,-0.00044278368989640604,0.0007261840291106268,-0.0008072193248656194,-0.0006682340694264303,-2.385473930953508e-06,-0.00015531622501240906,0.0020196952057081456,0.00016171123187872803,0.0005908715140326154,0.0005543848469405948,-0.00027953627779495787,0.00016138669390904764
-0.0013014264225088639,0.0024114946376758597,-0.000431814097346419,0.002704043506481527,-0.0007639148872847219,0.0003311153055339257,0.0010174902410160266,0.0005996136493250081,-0.00022941853957234352,0.003301157065509653,0.00018305243245411381,0.0019499978872073178,0.0015402549017949465,0.0040684421284409725,0.00016171123187872803,0.005821331720374849,-0.0003480301141481724,0.0030329921395217214,0.0009086048239084377,0.0017258072376716844
